CompID	MetaboliteName	MZ	Time	isotopes	adduct	pcgroup	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	bio	blank	200916s037	200916s019	200916s030	200916s042	200916s022	200916s018	200916s046	200916s016	200916s055	200916s029	200916s031	200916s025	200916s032	200916s023	200916s044	200916s035	200916s028	200916s020	200916s021	200916s040	200916s049	200916s047	200916s045	200916s033	200916s041	200916s054	200916s036	200916s034	200916s056	200916s048	200916s052	200916s017	200916s043	200916s057	200916s024	200916s053	200916s038	200916s039	200916s050	200916s051	200916s058	200916s059	200916s026	200916s027
11	 2-hydroxybenzoic acid/3-hydroxybenzoic acid/4-hydroxybenzoic acid																			0	57108.60499	170289.8012	1298160.898	2682090.802	4159655.63	4322979.036	1726079.66	2270987.341	85340.68742	69507.0101	48562.23829	930630.7782	1473824.296	494763.2724	1528750.988	712360.9286	1729180.977	47891.40258	245511.7574	72310.63401	1421612.974	1823622.392	994712.1391	1350166.643	2592851.341	2104587.536	136428.5145	41061.36532	207375.5658	1078793.744	1122185.698	806692.4987	1630186.994	836206.3433	971055.4388	1251239.109	1283766.8	1260778.203	1295716.188	1097675.48	1227897.667	996873.7747	1293938.793
12	 3-methylhexanedioic acid																			0	0	0	34297.6783	383262.8707	155819.3131	157733.5505	124830.4715	225624.4146	45521.33619	0	0	0	203822.3019	145706.084	297408.3186	52019.11003	284266.7297	0	0	0	125788.4247	304577.7047	120248.0776	337359.4899	105048.5248	191360.2394	0	0	0	89660.56254	524415.7341	112110.4553	340464.4202	57204.39131	393877.1795	101394.2417	101181.5676	127608.3002	185994.2132	0	90728.25771	120359.8157	113887.382
13	Pimelic acid																			0	0	0	34297.6783	383262.8707	155819.3131	157733.5505	124830.4715	225624.4146	45521.33619	0	0	0	203822.3019	145706.084	297408.3186	52019.11003	284266.7297	0	0	0	125788.4247	304577.7047	120248.0776	337359.4899	105048.5248	191360.2394	0	0	0	89660.56254	524415.7341	112110.4553	340464.4202	57204.39131	393877.1795	101394.2417	101181.5676	127608.3002	185994.2132	0	90728.25771	120359.8157	113887.382
14	 3.4-dihydroxyphenylacetic acid/Vanillic acid																			59216.46492	58927.29934	361483.9312	166908.8681	46637.65959	117137.1259	158489.0529	75229.70251	0	215657.3905	59796.66999	209066.9037	90322.4903	53860.30347	148009.5695	133804.2664	314357.4335	527422.3908	66707.28392	167801.9289	116997.2359	0	51361.2703	151114.5918	0	0	52945.24274	100434.5056	97018.75162	114412.1974	46636.937	0	0	0	74317.69526	82422.05238	188723.2061	95485.5211	297784.656	70290.71751	94102.88812	109779.1393	208902.1778	59389.52605
15	 1.3-propanediol																			12071259.47	120654814.7	160447208.5	123639437.1	132423768.6	120286476.3	125035702.1	128390590.3	121308858.2	13915635.99	31822849.15	13391942.98	10671838.52	21881291.58	41521944.99	56707261.66	42950295.03	53762170	3705428.296	7290829.481	9469619.535	32642823.08	32933563.67	48515182.07	46365716.28	47927411.81	52030623.69	3216762.095	5685925.033	4230274.32	26905326.63	23785068.79	30861469.82	42366599.65	20279206.95	25473667.53	48595119.09	54169844.52	58597361.15	56117679.21	52243583.19	54312064.72	57757822.35	52609428.56
16	 2-hydroxyphenylacetic acid/4-hydroxyphenylacetic acid																			0	0	0	2943106.155	5511454.197	169725.8403	5688158.937	2393179.395	4130507.578	91519.12832	49615.14256	43120.81974	297166.7464	4902655.607	408659.9623	5029874.92	262503.4418	4476561.585	89949.44607	59918.50801	50042.86096	6961628.845	6364880.5	5407621.102	5740019.84	6312708.201	6440295.354	66891.4633	90677.75886	37140.86045	2663180.404	4847079.464	233958.4872	6144054.136	5901043.189	5199550.578	2727500.888	3183146.11	2654382.893	3007989.832	2898474.771	2688233.287	2578212.891	2121338.821
17	 3-phenylpropionic acid																			0	0	0	10235441.47	19893722.61	7205785.595	11991234.69	13922467.37	39865644.49	56198.17071	0	0	0	10423962.24	0	19784177.47	4216691.989	17796971.41	0	0	0	4786384.323	17378427.27	8468164.604	40213475.18	6620788.473	64887733.98	0	0	0	45011.10007	8505167.299	6478276.32	34913656.55	3940912.572	78476733.94	3698031.696	3943038.054	4161158.553	4016197.618	4454921.398	3786703.364	3838746.95	3243080.463
18	Valeric acid																			0	0	0	7264717.567	54839760.12	3652405.488	42370819.41	36675182.02	64627223.78	0	0	0	521862.0147	108374665.4	2022418.473	81006283.01	3402199.414	61220840.03	399411.9308	518339.2823	611121.2254	10172689.36	67457408.64	27805854.64	58792341.57	27717406.37	83454403.35	0	0	298325.7154	4600859.47	83601174.37	7439815.14	67451190.86	6508851.697	86141408.49	22800694.74	23519740.21	27721483.77	25263395.23	23999305.41	14726918.11	22510469.76	22749890.03
19	Azelaic acid																			1509346.648	1280839.697	2011922.172	5131682.927	9326863.855	5348122.922	7470096.807	6024099.423	8228908.895	2074061.957	1955276.858	1883466.874	4035288.977	7403932.769	5550001.921	9889188.257	5775267.094	9831529.553	1963885.945	2440668.42	1864312.23	8359942.137	10779279.26	6548436.526	11432588.5	7213732.51	12033926.63	2044520.025	1874188.79	1979820.382	4433457.699	8554117.164	4537510.236	10272001.56	5073409.204	7369686.958	6756346.531	5516914.436	6192400.055	5017922.234	5974609.03	5783732.354	5062870.002	7093682.391
20	 3-indoleacetic acid																			178074.7387	141551.6264	135727.8682	4659025.357	130374994.3	0	37030612.47	43140.05297	5678561.656	275418.8856	63659.78616	322240.2459	73828.27411	7927022.798	189177.62	2697874.577	87403.7808	7530336.586	408638.2891	342027.0709	260321.6009	238889766.6	227085323.7	236592991.6	97758704.27	227767915.4	135138090.2	304452.206	107394.5106	276731.6187	517589.2408	4308632.052	64668.32511	7262175.059	4046153.292	7342881.008	38724647.02	38695391.18	40792459.18	35025995.36	40733224.68	41179417.03	34811295.29	40680506.07
21	Heptanoic acid																			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	 4-methylvaleric acid/Hexanoic acid																			0	0	0	413250.2432	86771361.99	279685.3011	486222.1722	466883.3204	72333826.97	0	0	0	0	50941485.55	0	38687310.93	3136023.93	62185156.3	120942.2794	0	0	959660.788	111836760.7	1262342.777	106177415.3	138174.7218	68182882.37	59857.66763	0	0	399417.7463	79021818.85	1151195.955	64002430.56	2215574.857	85578434.43	23711893.57	19819111.12	21162540.13	19865382.21	15560840.83	14709308.31	17199190.68	19468865.85
23	Isovaleric acid/methylbutyric acid																			0	0	0	38780557.22	30952149.07	65287599.78	35672673.98	39469677.81	39115764.31	0	0	0	86547.35372	38672014.97	2496173.577	26297079.74	3967994.253	32559004.9	340883.6495	355238.7317	0	41198902.8	43654801.06	35763301.37	39239390.6	37398301.83	45458864.21	0	66557.93178	0	37089688.77	44966178.73	10515281.97	35779155.08	23236394.74	40177776.26	18152043.74	18889824.68	16126465.51	17281234.06	18254489.24	14845323.84	22562860.89	15663542.47
24	L-(-)-3-Phenyllactic acid																			77013953.37	366010699.9	398026715.1	88734582.69	250340369.6	85430130.59	77835173.08	169561642.6	212774758.1	172223450.6	182265031.1	173283317.2	438718884.3	330794493.6	585937870.3	210493911.5	279579503.6	176280856	303115122	333663727.8	296835902	325897122.2	346344606.7	162885724	205285478.7	261759271.9	189888254.8	146097687.9	163050683	149242620.8	339444460.6	246188784.6	230036699.5	104558755.2	251869995.8	134012511.7	262886642.4	259774804	251312656.3	252644429.3	260774604.3	259688006.6	249304919.2	274678558.3
25	Suberic acid																			274921.9401	309676.3466	846748.7598	1438401.545	302888.4941	1684948.136	2832332.191	319791.9937	3255089.182	842186.0379	0	0	1346872.119	544669.9144	0	403137.2763	434863.9579	1034233.289	0	414138.4194	1248490.757	2373415.045	2367733.362	1912763.392	3713996.191	2095336.586	1971615.76	218470.2544	602401.2683	0	2230135.754	3623949.306	0	3670523.562	2220871.556	3317882.177	1840027.768	1323838.494	664294.214	2341996.306	1891883.87	924166.8905	1020961.691	358129.4675
26	L-ornithine																			51490644.6	106272305.6	114598851.5	141888.4781	42171.69524	242883.3605	0	59829.06129	0	105976527.8	100956738.4	110365145.4	1502239.276	0	392549.3975	80231.19817	629596.1013	0	123723144.3	130192540.3	133766590.2	786885.334	624226.3279	476372.831	724605.6486	159500.4814	248329.1587	104038222.2	114850540.2	122976935.3	578182.9554	0	610039.2879	0	50428.30051	0	29252375.38	31300409.36	28709955.85	27943513.36	29630344.56	30167282.45	29907066.75	30162977.69
27	L-lysine																			95439407.12	181958129.4	205236442.2	1947714.318	389458.1886	2932941.39	664330.4705	462109.7076	559911.9494	173202315.8	154266722.3	176465728	11780350.86	705720.3402	6121609.773	569798.0166	722290.1671	445625.9689	221346163.9	230180004.6	232666618.7	2805385.247	1440746.94	1837415.725	1919900.136	927201.5317	1593088.108	168232129.2	185492070.5	187664130.6	3811826.017	1008957.382	1875304.092	1101787.965	990107.8942	427866.4032	53308273	56373967.19	53940150.64	54396724.97	55309330.45	55011010.48	54737283.72	56882614.13
28	 2.6-diaminopimelic acid																			107049.1158	302816.0303	531777.1613	1199988.268	1541525.682	820802.2461	1677104.844	1365254.281	1241897.656	465936.6423	460001.7682	1216149.448	1801189.352	1681237.764	918460.5431	1518433.941	1657778.56	1590704.009	427031.5008	403959.0186	418415.3312	1951057.071	1795846.855	1646091.137	1647013.447	1618700.055	1379614.184	701686.1395	624936.5207	981609.5278	1884557.447	1765519.852	1566464.012	1857534.036	1943106.064	1636683.292	1641662.055	1379517.349	1826082.238	1768998.61	1630318.739	1398432.811	1096514.801	1409721.91
29	L-arginine																			285711.5386	651849.9067	1449003.123	425893.0502	69786.36234	0	393240.9539	161984.6333	0	644805.8821	647640.4606	1354265.304	654365.2153	0	225916.1371	464620.7223	0	122398.088	279913.2233	558414.3965	521828.9342	0	426189.8373	473080.4719	309024.0205	330430.5165	39378.47618	1301366.825	938882.1661	865026.7654	106164.4851	394163.7863	0	696352.3985	160069.0234	196927.3982	2084263.265	1444187.922	2137190.141	2510567.373	2718345.746	2733020.396	1256486.068	1402026.644
30	L-histidine																			23615478.36	48836801.82	47476180.77	0	0	0	0	0	0	39788473.17	38145965.5	46166855.1	120200929	0	139413419.4	0	0	0	49286801.4	58296504.62	60907532.35	0	121729.9692	0	0	0	0	42581790.27	41536993.46	47840278.47	0	0	0	0	0	0	17857978.26	17983477.49	17535388.43	16989203.42	16589245.5	18587430.24	17314536.55	18617714.6
31	Sucrose																			155560.7491	538961.0955	1043786.25	1297649.661	295058.0471	1684597.92	325775.6187	344216.9196	80288.45094	1055407.791	797983.517	1052087.614	1886348.185	562457.6865	2066876.731	381123.9042	1704615.419	309790.8569	889338.0975	1091759.873	1429944.289	1550057.988	460495.6508	913600.1474	329523.8171	555559.3623	337154.6675	944702.8706	540492.8062	843213.2491	1108653.721	444418.4734	1298089.262	142231.0257	971654.3723	143912.8394	684245.7568	908139.8389	985239.3782	1031817.184	912457.3982	1053515.437	1034434.354	1316820.85
32	L-serine																			10207840.71	11920662.81	12255703.06	60000.25001	0	731498.7322	0	164304.0696	0	9265562.924	6845216.163	5955598.531	401961.3128	0	0	0	566239.7159	0	3188979.869	1158258.683	2803413.774	0	0	385727.2622	0	323890.4246	0	1302461.981	3543015.418	3158045.338	0	0	154356.5668	0	0	0	1335630.292	1059485.716	1449723.876	1146432.916	1339011.127	686209.0805	1362804.956	1362804.956
33	Dipropyl disulfide																			3618975.882	23126326.43	24643217.09	0	0	893401.8345	78083.77194	0	0	23378524.48	22652503.98	26637994.35	72022755.22	0	86699688.83	0	58417416.49	36893.24399	19119316.15	27542545.9	28100531.89	604131.7729	101689.6946	69025.23614	0	0	0	23932124.16	22524207.2	28552396.28	0	184133.3674	0	60757.69019	88297.72892	81615.44869	14449239.79	15212148.53	13944962.22	13545958.53	14186028.86	14774749.99	14701517.36	13631123.9
34	L-glutamine																			575886.7629	1691777.645	1879332.389	337976.2086	136369.8112	3078797.498	259603.9627	281314.5591	187265.8519	1435225.511	1122689.957	1914096.66	3007875.141	357773.8254	851554.1468	421744.7054	874400.3285	268034.1412	1307946.76	1521580.435	1114525.243	521502.6984	132412.1531	586680.449	183019.7291	807041.3379	197697.4133	1388439.253	1753322.822	1766102.939	459094.0203	413621.0886	480002.9581	385175.6356	854019.0549	417285.7791	1510123.742	1405597.459	1750412.124	1866746.58	2169936.617	1638219.714	1359219.64	1508640.429
35	trans-4-hydroxy-l-proline																			7274204.298	12520559.77	12750770.97	3082481.137	1233727.363	11967545.17	2159020.857	2535374.921	738548.7618	6934497.732	7518316.233	9549293.463	15897543.11	3053004.216	4625576.667	875090.6035	5984145.642	1411403.323	14070726.92	15907267.16	15044451.7	6872263.648	2023246.628	4394763.058	1824611.97	2801749.403	1587465.508	7849343.999	9372616.536	8075682.289	14659628.96	3262128.053	6921077.962	567645.9973	8228569.003	969156.5235	6252953.593	6405869.759	6440811.322	5824254.425	6034785.692	6728399.298	5879341.529	6212147.595
36	D-Fructose/D-Galactose																			17772450.24	94406901.21	98050379.03	61897797.15	8082448.65	75925129.22	7916748.153	17864972.21	4245624.374	141977576.6	139112234.2	141811144.8	114998175.3	17239290.28	60997979.65	14388030.77	143946758.2	4880154.966	39637651.94	55465110.27	51773672.04	81448984.1	10052840.83	43940052.17	15474404.15	23369400.51	4062716.334	57705372.04	66449594.27	63901181.06	71776520.28	10952015.59	38711791	4658905.819	66455914.67	3528468.969	53137037.17	52966508.56	54892413.5	51003888.84	55895369.07	54949715.74	57885111.24	59334452.82
37	D-glucose																			2835391.371	13223061.3	13277831.83	4634235.947	2595937.543	8639877.441	2526738.781	2748378.915	1486142.986	20702879.25	17730741.48	21509770.43	12879995.93	5053282.426	8239056.726	4708977.812	5424662.506	1931406.844	11641677.2	12995388.95	14458771.2	6168494.692	1937200.433	5239655.408	3112779.781	4211963.196	2989104.522	11259470.97	11881324.55	11484227.04	7982630.584	4350996.262	5927778.303	2803009.876	3378797.255	1682307.711	32441026.6	30206152.63	30219697.6	31493358.5	34289432.08	35896683.28	21570695.41	23129513.02
38	Gluconic acid																			1704322.427	2925381.085	3855520.807	1545556.969	592736.7284	4698259.102	488326.4413	971148.7342	301131.8367	5844254.248	4879057.142	4315747.913	5625445.23	569646.9883	3113024.739	515624.1227	2763274.2	230029.0711	2481593.218	3625035.208	2879201.308	1513551.671	698336.8542	1912572.185	1421128.091	1011416.541	725745.4668	3318027.066	4102265.25	3358597.471	4599524.286	995133.217	3053183.893	266788.2527	2051644.752	403241.4863	3089852.133	3500917.951	3838549.606	3514900.929	4236468.651	3560127.547	3069450.315	2829703.847
39	L-carnosine																			0	0	0	0	0	0	46060.25395	0	0	0	61628.1742	0	764408.5936	0	5790584.351	70644.51009	154673.3821	0	183169.4921	127373.4529	0	0	0	0	0	0	0	0	64598.89909	0	152534.6248	37313.53586	205884.8865	0	0	0	125593.844	90188.76389	188311.7418	78434.20619	211994.5922	448391.29	385124.7601	358727.3477
40	Glycine																			12460989.1	120033694.4	57434653.09	0	0	86762723.91	431414.9028	0	317706.0743	60079390.13	27644078.05	98597133.71	3076701.475	0	0	0	0	0	118133136	144391220.6	67152387.94	2575746.433	437367.8189	2709329.371	0	918540.5008	0	0	28516516.53	95155289.19	0	0	0	0	349922.349	0	9615158.689	13230285.41	9638376.958	14775492.27	5503021.251	16939772.53	17002254.4	17353169.6
41	L-alanine/B-alanine/D-alanine																			140054129.1	314781368.4	344183566	13193945.51	0	113168502.1	0	0	0	284667662.7	275596845.9	303195402.8	83864798.63	0	13933312.46	0	97312941.23	0	325900351.3	353112958.9	353092099.9	72526991.21	0	59814070.72	0	6903494.126	0	292789692.3	320592075.9	290297070.3	9066076.223	0	33132878.16	0	3196881.038	0	86334465.33	95490279.52	83658970.87	88485540.16	84671416.71	87834167.05	96371334.77	93490520.59
42	 2-aminoisobutyric acid/L-aminobutyric acid																			8836508.491	28336782.12	28303053.37	79760119.4	9101072.622	96602183.84	27144889.44	69176860.49	5329250.403	32309091.41	31573609.39	36911790.88	212283753.2	56660000.49	277368507.6	46148722.18	750092659.6	6888730.749	37745598.32	50117190.56	48292130.19	86922835.59	12861412.71	83259435.66	19003487.13	70491859.59	7679428.453	42835050.34	42898159.45	53782846.72	163509811.6	49840128.02	364257496.8	25925458.39	402762804.3	11041807.31	109006577.5	109039598.9	98866127.9	102839382.8	102670230	100450791.6	109472006.5	107631663.5
43	D-maltose																			155560.7491	538961.0955	1043786.25	1297649.661	295058.0471	1684597.92	345235.6226	344216.9196	79794.55679	1055407.791	797983.517	1052087.614	1886348.185	562457.6865	2152650.264	381123.9042	1704615.419	309790.8569	889338.0975	1091759.873	1469946.303	1550057.988	481227.5834	913600.1474	341369.1754	555559.3623	332299.0609	941317.6141	544487.0838	853018.6736	1108653.721	396066.869	1298089.262	74893.4566	971654.3723	143912.8394	684245.7568	908139.8389	985239.3782	1031817.184	912457.3982	1054422.267	1034434.354	1316820.85
44	L-proline																			754678598.4	2752818777	2754227657	18894233.65	5011632.565	42294438.89	2372744.524	9843450.399	4601052.582	2010624215	1888592297	2257256250	5398343383	11555033.36	10845595207	6307755.73	37479753.97	10705291.63	2447428345	2838304008	2688180118	55445590.43	24021600.26	54324099.1	24221981.5	26479480.78	15741242.74	1953161769	2017967102	2438839371	32806549.4	14585345.87	18925447.08	7269529.041	21598793.28	11592082.01	1459799026	1424234293	1454938345	1434937008	1499224310	1468631817	1468997976	1513694011
45	L-threonine																			85726278.6	196987552.8	199646274.4	6934105.638	1895534.776	6992463.694	2851650.012	4294501.61	123566.2104	152744981.7	147059571	167736554.5	359739861.7	217236.3522	267546853.8	849236.254	8396681.191	245173.404	161024544	196569064.5	208844784.7	5871396.269	1610727.563	5712358.089	926204.2729	5256518.359	1097366.6	142712591	158288042.3	156629197.3	4949147.216	1323593.323	3298315.819	469776.4749	3539799.01	545922.7176	62513338.06	64443815.94	58293735.57	60717924.75	58729585.05	61057020.1	62548178.97	62400861.9
46	Sarcosine																			140056896.5	314781368.4	344193559.5	15497786.9	0	113195371.9	0	0	0	284215679.6	275599473.5	302688268.6	83864798.63	0	13974053.27	0	97312941.23	0	325899217.8	353112958.9	353200039.3	72526991.21	0	65613472.62	0	6414478.072	0	292822791.1	321211263.5	290297352.2	9356771.21	0	32845002.02	0	3471423.12	0	86359287.19	95490279.52	83665457.67	88417669.26	83677115.78	87833922.09	96379629.19	96177192.36
47	Thiazolidine-2-carboxylic acid																			47232620.51	162472465.7	178994943.6	80728.88922	564690.0641	2967687.72	653110.8731	538351.4377	302277.8573	195269776.1	188516593.6	198339693.9	146417976.5	701353.8961	108657320.6	252796.5646	90307.39058	516754.2367	157391721.1	162453940.1	169948495.6	610787.9462	408510.9415	1240915.815	396502.2342	398656.3854	208761.4601	159833728.6	174871500.3	187268584.4	426586.6568	824676.0226	322048.1826	56536.93934	0	55523.82711	60874795.17	52429172.99	60107950.43	54949363.49	55194497.86	59770934.9	61155304.05	60049315.92
48	L-valine/5-aminovaleric acid																			896994745.4	4299489108	4452038910	14165079341	95458465.49	18541866988	67674665.94	212686866.6	119904650.9	4172709276	3991453346	4284367016	10556232909	137371733.7	13657530869	216433291.4	26064963223	79211787.4	4415387047	4696628870	4806076868	18759115085	2946670108	2686470539	224509279.5	1043644305	154326429.8	4076027539	4328297497	4828709105	10454450945	142825739.7	18721300541	126703473.3	20629343311	109435045.8	7999415962	7957126392	8483738422	7887153304	7960244899	7976746064	8278977265	8345955727
49	 4-aminobutyric acid																			8836508.491	28335995.29	28301131.5	79746071.02	8497084.139	96602183.84	27270059.43	69176860.49	5329167.207	32309002.84	31573609.39	36897050.62	212283753.2	56660000.49	277368507.6	46148722.18	750091029.1	6833115.472	37745319.88	50112250.59	48292130.19	86922835.59	12858289.56	83259435.66	18450268.71	70492031.52	7679428.453	42838256.82	42896969.45	53784048.75	163498695.7	49840019.76	364260537.9	25925960.21	402763205.5	11297890.89	109006577.5	109049065.4	98860675.93	102839382.8	102670230	100449972.4	109471833.2	107538258
50	 2.3-Pentanedione																			910702.0606	650915.1047	3602063.328	1859978842	8169153.752	2096813769	4883292.679	18596119.4	6805896.256	1403811.354	0	0	34491868.28	13302802.4	206845552	18876827.62	2006687868	6865926.526	1225289.054	0	338019.1094	2246295386	382618431.5	247870475.9	9640179.707	130936465.5	11647110.32	0	0	0	1278621862	13307625.17	1584649841	8844532.366	1746196975	2606003.223	526800115.7	491178650.3	559467212.2	471554817.4	514977446.1	518471665.4	528427615.3	532397454.1
51	Imidazolepropionic acid																			706521.6388	2822746.915	3522999.113	569995237	875670.8061	387848112.1	1618941.705	155810113.7	61410207.74	3361761.42	3708725.611	3496979.883	3071072.258	144891131.8	221714447.2	1992841.703	3289892.573	1307750.904	4041888.137	3681124.793	2927149.591	284935546.2	1228547.386	169259293.9	1341038.562	108635080.8	1841481.209	3536787.368	3963573.115	4360840.791	119127752.4	155264815.6	161070079.2	673220.3658	6190699.184	2775206.719	86524461.42	95414794.24	92428907.36	95321077.17	94188055.07	95392780.98	94520163.98	90430578.36
52	Urocanic acid																			0	427911.8528	533887.077	0	0	123313.4979	932354.212	92468.5168	610170.3632	0	0	470349.3435	7749534.832	1162310.622	11211455.96	1078067.349	79507.16723	539179.2028	0	450647.8582	0	619327.0545	396922.9195	276207.1379	1220468.591	0	0	0	635344.4006	900055.862	195763.0562	1305417.023	730542.111	1259584.235	0	530113.8062	6991052.621	8492244.9	10137564.61	10061738.36	11641419.08	14165617.44	4295244.657	4295244.657
53	D-(-) Ribose/Arabinose																			517222.4791	1852212.68	1879401.526	0	0	89880.34934	0	0	0	1885010.719	1921844.022	1951544.814	4775970.673	0	7067184.526	0	5840338.218	0	1808499.992	2510678.914	2688743.064	0	0	0	0	0	0	1984698.186	1924494.495	2602711.439	0	0	0	16628.25806	0	0	1412167.833	1447726.404	1281383.094	1250425.461	1334511.631	1234063.524	1404687.403	1388660.384
54	L-methionine																			87673891.85	485615500	513610746.7	1591133.967	1761806.361	22535066.99	4884950.415	1201733.641	1846006.009	487060732.4	459317214.4	562860306.5	1431115748	3140056.668	1724648045	4096858.809	1154995572	2463886.036	432895381.7	577645506.4	559135236.6	11164697.05	5342923.208	4318250.708	6817029.527	3518920.792	2954514.876	532495062.8	505089911.7	600246472.4	7373876.134	5005000.067	1622235.692	6247152.149	3642980.779	3023864.133	323717144.8	333689679.3	316199768.3	291717405.1	326905815.4	353623596	320513813	313897970.3
55	L-pyroglutamic  acid																			258686439.8	1274145626	1324534443	0	0	0	0	0	0	1062617925	922558556.6	1224319146	4005132993	0	0	0	0	0	1229495376	1414042858	1445215358	0	0	0	0	0	0	942779376.9	1161730335	1271581081	3574231946	0	0	0	0	0	842389106.5	825086490.9	798497139.4	794238846.2	839090050.3	824660978.9	799588742.2	821934483
56	N-acetylglutamic acid																			2198729.202	15344586.56	16928557.87	11817641.48	570482.199	8926301.479	1668367.532	10415913.02	798474.8618	16320590.03	13690662.85	13189749.43	95863243.63	3212878.331	83800420.26	783330.2074	14035236.43	616584.4838	17492717.15	19076048.26	21307534.58	28309617.52	5382924.315	28297622.52	9603391.767	13217168.9	6994688.234	14580397.77	16319197.68	17154788.41	129348441.4	2731984.748	16636354.04	861800.5927	13803392.16	391020.2164	20757591.14	21698049.19	22812189.14	22501636.54	21916515.77	22501768.41	21025821.14	23219583.73
57	L-tyrosine																			4148999.356	30836727.55	31056680.46	1683411.407	10434256.08	344897920.7	4596389.829	7959302.892	8199554.986	58812211.09	36271896.23	31470232.63	355768457.1	9596425.03	513873210.9	18695787.46	53108280.1	12905347.13	15993687.12	19005106.56	17009928.87	2180637.061	3375020.213	6602355.755	3159154.771	3443829.489	4146888.536	73670069.95	70041753.74	125602935.1	14096075.26	10572680.33	21089791.02	15851105.13	14727199.19	10916216.07	68820797.9	66895732.43	58686567.95	64576946.48	68283977.62	66278428.63	64854963.64	65401969.17
58	L-isoleucine																			1395330120	6968785475	6938195551	42535620.89	10851444.57	464634555.8	19157797.94	301059473.6	8037789.474	7754669238	7243674586	7999220574	18465686753	18756485.3	17756171548	84435195.35	17331692925	10342214.84	6785429684	7771349606	7382276478	44167770.03	68001821.01	269172263.6	255998814.8	148041889.5	15552124.68	6796823043	7230308265	8049262397	801851412.2	19577310.81	13227695086	52244310.44	8930933443	54925477.94	5655428405	5513798202	5508541505	5557171093	5593566605	5642416534	6124697739	5319822954
59	L-leucine																			663531910	2918787513	2849797804	32513181.08	8399408.458	302535958.2	18180409.14	146747724.2	4591334.792	3209937070	2911799206	2972256975	6520292206	24000989.25	8729052071	51374285.67	9091834490	7184994.386	3028563363	3818775297	4393568674	25763472.54	45334854.02	159754261	166953673.5	97643531.18	17553076.28	3219777996	3325542536	3723483165	419135675.6	11309835.46	4266948270	36593427.87	4473878784	56694664.78	2183824868	2543504987	2471048132	2116046179	2129837248	2278190063	2129140131	2184197496
60	L-phenylalanine																			733473869.1	3740494015	3964645643	4946340.841	6013592.981	7937859905	19165318.06	29097074.98	33345244.82	3731067860	3649492876	3697295489	9108578538	38345002.17	10232762264	71870010.97	9525785656	86399970.52	3719373743	4602652050	4227832124	4580500.195	5905503.255	7251333.542	6250656.783	22427977.25	6876438.266	3597956426	3858677232	4276751089	213860740.3	34082440.7	6876781091	50097360.52	77011376.91	27023552.75	2788879050	2823177452	2678173811	2710200151	2878986289	2913825960	2727883406	2928002583
61	Pantothenic acid																			0	42004.72221	55307.11559	25405622.95	687840.6786	28808890.26	876581.0448	7433933.491	902525.0804	121236.134	202504.7508	344056.6743	6298855.45	9586273.35	6353826.796	1301345.162	15820025.93	803165.2226	172516.6241	400292.9948	240802.2109	26372061.18	1314574.005	27628437.88	2025788.466	6128834.638	3781653.678	77524.14495	490482.4741	422445.4561	15700994.44	12060557.83	12549390.43	470779.1427	23816833.21	612979.3682	8025701.324	8628753.563	8711651.421	8945674.21	8733843.886	8647032.448	6888651.268	7649727.061
62	N-acetyl-L-methionine																			441807.7388	2447408.768	2218796.874	2076184.658	1986945.662	4800531.322	1835188.604	1737775.339	1622275.656	2102013.374	1755458.209	1790117.804	10830484.09	979321.2002	28640930.91	1670047.415	9638396.265	1672167.15	2196612.137	2108770.916	2121443.55	2819026.753	2016232.255	1746729.548	1695823.611	1567432.717	1234312.493	2355581.136	2067769.493	2788752.37	4678477.439	1086719.885	1535268.014	1470573.391	3135753.549	1154538.84	3698991.612	3155537.55	3473313.495	3824666.27	3874543.302	3789255.757	3469786.969	3992096.712
63	L-glutamic/D-glutamic acid																			499061.3744	0	0	997461.9986	0	4927202.483	0	0	0	0	0	0	789962899.1	6710040.966	22173778.9	4476559.105	2250732.097	3331356.071	0	9662446.113	0	16306505.64	12783805.74	32222572.45	23965737.86	13873060.02	24429584.26	1162864.236	0	0	700349669	3438734.745	3685839.478	0	0	1917771.591	46844720	48011632.2	47109395.59	45581640.76	47151970.11	47689531.56	49982456.38	48889859.72
64	L-Aspartic acid/D-aspartic acid																			2948978.694	3732979.796	4630576.775	149813.9674	0	0	0	286987.2465	0	3759232.304	1762827.8	2846678.385	3099439.595	0	1022058.764	155158.0117	395093.6485	0	4549950.621	5779385.397	5421423.962	1399180.165	817408.3456	0	1610123.432	907489.1552	1530305.289	3430495.034	3892119.976	3921505.867	718875.0135	0	425881.3615	0	707482.4726	0	1784819.007	1569036.662	1660005.703	1200810.358	1357035.941	1199176.224	1070657.456	1293379.009
