CompID	MetaboliteName	MZ	Time	isotopes	adduct	pcgroup	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	bio	blank	200916s037	200916s019	200916s030	200916s042	200916s022	200916s018	200916s046	200916s016	200916s055	200916s029	200916s031	200916s025	200916s032	200916s023	200916s044	200916s035	200916s028	200916s020	200916s021	200916s040	200916s049	200916s047	200916s045	200916s033	200916s041	200916s054	200916s036	200916s034	200916s056	200916s048	200916s052	200916s017	200916s043	200916s057	200916s024	200916s053	200916s038	200916s039	200916s050	200916s051	200916s058	200916s059	200916s026	200916s027
65	Spermidine																			1060722.131	2185965.518	2417692.41	6013426.949	2105321.755	28345933.96	581342.7677	10729461.92	312435.0699	7651208.712	5927611.451	3821944.329	55473032.13	420326.7546	28464714.2	217923.0887	14059796.76	1839364.608	8933980.112	5224908.841	10335323.88	26183865.31	3420197.839	7696429.744	7923877.418	12349222.55	24259551.98	19003032.59	13444162.83	5844604.296	6467993.822	145850.7297	6931482.511	323527.9122	10187713.42	2881307.082	6992920.486	6094480.124	6870959.11	5579399.171	6679661.384	6471504.694	7109230.333	6376387.317
66	Cadavarine																			0	0	0	0	0	0	8200570.547	233819176.7	312597170.1	0	0	0	0	10377723.01	0	0	255270380.9	317705749.2	0	0	0	0	0	124238406.2	211306706	355706830	501426876.2	0	0	0	0	0	0	0	363760244.9	466208657.2	59195926.7	58937716.66	56105755.48	59396164.14	60706280.55	54789356.24	54757233.99	55758614.27
67	Putrescine																			1623198.806	2269780.609	1420477.698	374800185.9	1263404.249	355749101.8	773704.1337	318540446.7	66183.03706	4261668.744	6383634.097	3935200.117	269951932.7	376536.6761	329700822.4	278481.6733	366541302.5	189322.9432	2450453.719	1372469.867	1654323.093	380308051.4	723648.0807	339289548.2	595420.6359	329663837.3	84120.25976	4432147.843	2040258.479	3871147.32	320366596.9	279697.3869	382197655.3	78646.30829	398710235.9	0	177061107.6	184553732.2	183543227.8	182074465	184319753.5	187038929.2	183947508.3	179818476.4
68	rac-glycerol 1-phosphate																			2669580.762	1855917.93	1891239.661	0	0	490152.9013	0	0	0	1595989.027	2121317.027	2022178.5	5676144.985	0	0	0	0	0	306286.9087	714492.2449	277776.307	0	0	0	0	0	0	1340910.461	1427597.063	444281.8703	197463.8857	37354.84063	0	0	0	0	1730670.14	1367763.756	2022437.06	2349617.861	2509899.182	2568842.74	1262669.059	1106641.382
69	Cytosine																			2785875.77	6652399.979	7192382.576	357116849.4	100881.939	116054078.5	649739.2873	6258603.003	818777.7199	9517463.626	9346309.379	11112783.41	145887974.9	1047748.756	206685738.9	638284.3466	156735122.3	665381.8913	13951381.69	15910349.42	16033305.76	258741360.9	629010.3963	77261873.62	1116151.318	112658087.2	561613.0645	12576028.33	13820796.92	14711967.39	135226166.4	734755.3027	276440408.7	1724351.492	5280532.023	808504.5146	64038179.52	66318159.13	60105227.71	61240431.18	65431885.56	60990121.57	59695871.41	64828918.23
70	Pyridine																			209922.8483	334024.1389	0	9622990.315	12093788.81	10094950.63	13586649.06	11014753.94	12389514.86	0	0	0	10803666.73	13899887.76	9817329.231	13802153.24	9189267.11	12200872.65	476878.2261	183482.2737	467765.6094	4974964.869	7264668.157	8626963.491	8461284.455	7440256.497	9486862.504	462609.4971	0	256221.4187	6169924.689	7559580.733	5202540.634	7231716.155	5546483.251	7486731.035	5276860.03	5751495.956	5381332.929	5819473.221	5359716.265	4929251.968	5343899.083	6808617.054
71	Adenosine 5-diphosphate (ADP)																			35484.13401	912218.2083	1191795.691	0	0	0	0	0	0	661721.8175	549019.2974	776975.376	3238493.994	0	0	0	0	0	0	0	45848.51562	0	0	0	0	0	0	532191.51	320508.7449	261763.0562	0	0	0	0	0	0	278455.0333	203805.9077	160828.1655	173759.5601	100125.5934	252518.9359	183551.8274	258488.5727
72	 3-hydroxypyridine																			387266.964	1014604.944	1258681.351	9869542.001	12476635.8	8449519.99	12491835.6	10155307.17	11610182.31	1133888.309	853622.9271	931173.9522	6318115.709	11741151.33	6006050.869	13176213.02	6805911.719	11619560.39	1115845.945	1143172.84	776728.433	7813697.468	9996802.492	7855906.23	9485694.09	7792276.081	10247145.35	954936.513	348349.7845	1161501.678	7763031.062	8903304.644	6280710.053	10814116.34	6504035.207	9963815.481	5387609.169	5711693.618	5902972.643	5953022.725	5110007.228	6282402.62	6841655.239	6041026.893
73	Uracil																			39612797.15	126882339	143970016.5	294695965.7	2413973.099	70443348.18	1308106.752	1889279.277	2447513.615	134289672.3	105610985.8	133172724	162639304	4083122.606	373700979	3042067.131	73763759.71	1331997.606	98099151.71	83383309.39	84471658.54	69703513.62	2564142.261	98492232.38	2455214.554	4987867.984	2308643.64	113542897.5	86728092.23	73401590.63	349734404.5	3026664.596	225156273.9	1955799.688	1535069.369	1733356.15	100877535.3	114443739	99357667.15	101447970.1	104372976.2	115226295.3	102804478	99997309.92
74	Thymine																			12284720.94	46265703.47	59167181.71	40524077.29	1277481.47	18630691.7	851795.4777	599935.0651	500951.8606	75515666.24	52317728.99	67189685.24	192690102	519880.704	111962638	319835.6818	4766074.895	84250.88324	12724066.09	10232088.24	10012876.05	0	396424.8413	3564938.549	417924.9341	751630.3364	984177.7415	21457086.41	14496135.02	8382967.144	325083406.2	569299.9148	64830767.75	311115.7916	303460.5608	299702.2711	37311255.66	34615809.86	37738225.23	38002906.92	39676466.41	37521671.12	38924723.35	38073456.76
75	Tyramine																			89297401.81	338553063	370974319.1	470339217.5	558625590.2	810103365.8	787404062.6	463418274.2	466888991.7	225493332.3	214165918.7	316019778.6	238719670.1	308808092.6	311324962.2	398611272.7	422601147.7	435065033.1	364229586.9	499409062.4	462956669.3	497421310.1	505148328	524435518.2	544975035.9	487294069.6	549236060.8	196922613	226145172.5	254240562.5	227564635.7	301254991.1	199268639.9	298581777.6	244343796	261261969.7	412611669.1	394341343.5	395305333	400458885.3	401894799.8	396527779.9	441010461.7	406063881.4
76	2-piperidinone																			3080375.861	15370667.9	15824074.03	444228904.8	544535539.5	354381921.2	340359841.7	232135912.1	726847038	15540522.08	12436610.96	14915287.41	17632044.39	132154832.5	37958089.02	274492518	1150163551	847328216.2	15013958.22	16079613.55	15581683.44	5168800306	5705767198	395925778	505900381.3	386110305.1	677282156.7	14497625.77	14810550.08	14679070.47	232820326.8	295507841.5	3929354581	3432038423	4843717201	3311220702	1110973025	1032838695	1063206189	1009885648	1115212456	1088172644	1109724976	1096651074
77	Tryptamine																			533675.6318	1901487.831	1769071.142	3566743.745	4194132.024	3802006.188	3984296.622	3200464.467	6997100.339	2911615.678	1987713.903	2745675.136	3646899.047	4745345.875	4042276.368	5614720.007	3937292.162	4936380.549	2095775.636	2750343.265	2384873.345	3582198.319	4482200.643	3574359.689	4176922.34	3349961.926	6751454.85	2328336.663	2102588.873	2621740.97	2819498.614	4192493.581	3252474.967	4754203.537	3335953.39	4168524.671	4043930.882	3539930.69	3863700.801	3481570.222	3817320.346	3980017.998	3107044.135	3818162.297
78	Indole																			0	0	0	9266533.572	5852870.974	10807064.2	7135909.227	7881404.145	8082957.749	0	0	0	9760265.582	8929142.041	12914142.94	11147462.84	16048222.5	10038408.47	85175.5033	0	0	3032707.87	3290735.035	2702170.966	2638315.47	2749740.134	1540411.411	0	0	72913.78873	10465420.48	6429794.524	7942705.412	6697127.16	15321157.56	9643890.424	4627233.053	5100968.659	4428873.578	4651189.786	4820305.961	4535748.694	3886250.474	5178843.882
79	TLCA																			8445808.301	45994178.94	48743201.29	0	0	0	0	0	0	37712510.38	33479713.77	30162778.6	0	0	0	0	40651.56729	0	32269100.56	23072618.48	25509766.55	0	0	19374.70179	0	0	0	26647138.85	30887633.61	28439382.63	40825.28762	0	0	0	0	0	8109019.545	7926516.983	7380869.457	6637614.122	6848527.398	6024134.251	9611131.328	9918351.312
80	Cholic acid																			292581514.8	328098086.5	403052930.2	77459849.33	48860603.9	404913485.7	19467846.3	50333806.3	51051511.12	436563902.9	350697819.7	410646643.8	498448238.4	32265270.4	487982654.5	19771119.59	90363155.32	82294005.88	395943677.4	471909624.2	468828267.4	269349760.9	22189864.06	60940428.94	15236375.25	50438747.66	18191624.85	405828695.3	456871999.1	435726318.1	10764552.48	0	33439531.24	38863125.87	38679626.46	35978353.14	377258638.6	365281418.4	351787697	384995293.8	385409325.9	432244813.8	341698441.1	367107100.8
81	LCA																			83145.90025	589181.4841	719355.1217	4209005.503	5808973.775	506980.4968	6132872.567	3645340.201	5388605.627	953892.3427	776023.7874	934439.0087	499517.6264	5150769.368	636673.0826	6232432.129	4180492.602	5820604.35	887068.9666	1124550.111	1126665.199	2865904.178	2791043.847	2434249.564	2931982.28	1980221.131	3195016.84	817377.5016	940299.8949	1015971.893	3831786.204	3658941.501	3090447.743	4884410.401	3711460.324	4902343.187	2286514.789	2977027.792	3378639.219	3282366.858	2672167.97	2737235.738	2189051.998	2573860.428
82	TCA																			4717715018	14404480927	15499983037	3537354.811	2808653.263	116544210.8	409817.5039	5023255.117	515378.1829	17368934598	15969413280	16572289076	81461759.08	2704212.504	82760215.15	2674104.57	44005842.64	2720340.508	16443477846	16736927515	15102735761	5103225.827	1097046.367	5356714.747	2743320.152	4812281.208	1555897.696	14917382134	17171423998	16438231894	4057637.882	1932109.99	29344590.7	2372902.289	9553309.666	1354482.392	6352466488	5775907081	5790388754	6636673429	6073357400	5684381648	6823757323	6457718417
83	Histamine																			3571560.87	10921527.67	13210619.89	25033962.61	27965490.48	27828204.18	42191734.33	51894716.06	72861712.18	4399730.47	4006157.377	4941842.4	38708537.32	36714859.19	195710906.7	186710.8818	22767043.11	26243723.59	6387350.089	12665339.76	12245523.47	26890295.12	29901809.32	27054240.65	38580300.53	23962806.07	28752728.4	4353107.633	3888919.998	4413723.501	22551812.34	226088.8153	28028494.01	54529.62025	50518113.56	0	26233727.11	24633742.7	25991556.93	25380607.54	25776418.02	27742544.37	23127271.45	25825766.5
84	Tryptophan																			132012015.8	605462496.5	632772134.7	4063141.984	1429876.255	28952934.38	3880804.521	3862864.027	3686831.41	587473841.4	560042402.2	628383362.8	409343770.5	1286156.224	4219525.942	1441421.677	3712217.018	1698183.938	598499944	664466398.9	652270267.7	2089492.542	1737094.831	1520805.824	1435031.458	3011236.095	3073208.541	586645984.8	606566071.3	639886209.8	1326358.246	1099564.41	2740326.58	1836720.232	1961440.475	1010306.204	237482884.7	232370503.1	246352256.9	222775694.2	228379289.6	222420116.1	220272045.8	249823566
85	Creatine																			4548916.602	16298949.64	15824119.85	28481350.43	8093444.038	24443376.47	6228415.68	6265019.831	4855106.319	15232168.53	13295928.05	14985818.59	24019428.72	7510321.923	21196668.81	8938413.907	2397883.828	4866713.764	12965073.68	13656841.68	12805045.87	4389661.189	6080319.255	4416298.699	5302755.679	8325407.352	5777354.643	14036830.91	16613560.68	17507303.74	7350967.148	4781887.822	7615105.899	4880285.376	6762037.84	5862793.828	11623723.15	12493111.8	12871489.8	10977165.3	12030669.05	13410315.37	11517097.07	12338243.59
86	 1-methylhistidine																			0	0	0	92686.00855	0	234129.6917	40273.48868	0	0	77301.21156	52336.80974	0	0	158682.9933	206247.0168	0	169229.6239	0	0	0	0	132711.5873	37712.59462	214335.9009	0	65263.52443	102352.3956	0	0	44048.77744	127300.584	0	218656.6238	0	301692.2199	0	0	51393.41015	79095.81918	0	0	59407.73056	163003.7513	0
87	Creatinine																			5731373.894	28810635.71	27126097.02	96528499.82	1081828.169	81502923.03	3068699.136	69671927.17	2223222.905	30197825.29	26110559.4	31717317.52	78899521.41	2051869.349	108491013.7	2444483.637	46434790.26	4744199.206	23398200.65	29755932.54	29089099.47	97709977.53	3109928.578	91114182.78	2565185.645	35541825.91	3830643.923	27549484.76	29229236.8	35799337.52	74027533.79	1170313.447	76449277.7	2397088.212	27618388.04	2784247.862	43258474.66	41820591.89	37938264.85	40947112.45	43651119.34	42329909.1	41267680.88	41267680.88
88	Mannose/Glucose 																			2840798.818	13325604.51	13403991.43	4655940.126	2606948.946	8701433.149	2570473.879	2759755.586	1486142.986	20872152.66	17905402.29	21680280.22	12980430.13	5097308.671	8317725.486	4722456.206	5462930.91	1944551.612	11739578.69	13092515.56	14518665.68	6228128.331	1952663.687	5277484.567	3146405.96	4238331.13	3007300.152	11385255.46	11985353.44	11662345.82	8009057.814	4369719.177	5952238.307	2817421.977	3390979.81	1682307.711	32764961.73	30457502.59	30426817.16	31795308	34584297.05	36312909.51	21750165.3	23264270.96
89	6-phosphogluconic acid																			409404.0219	1701686.986	2203075.747	849664.4886	203727.1402	1873620.068	922977.7297	1115957.008	506960.4671	2531525.395	2297952.339	2081745.55	15263567.19	1492987.382	3504200.871	1618791.96	2062666.692	749588.7691	959762.9723	673062.929	587918.8862	422931.5535	151630.4194	462765.4892	605677.1732	436969.435	164925.6252	3587380.74	1557607.032	4195848.89	1920976.768	935111.6618	598135.704	112816.7858	804964.9147	125763.9291	1657175.301	1377836.392	1432268.559	1305951.68	1518927.781	1553085.834	1552449.748	1947923.888
90	Choline																			9907957.233	2064832084	2037365206	111639356.6	79300953.98	999696801.4	34096157.81	47172602.72	24552151.57	26900668.85	1924550783	1399183223	2088071476	72677088.93	326640868.7	81964876.85	84317436.96	94801620.29	77382134.45	2003481252	2078743223	131507459.9	52919708.74	113491688.5	40952506.07	14144842.43	29137419.08	43052370.34	1980358037	58628459.78	422202914.1	71886031.36	194159553.6	55877942.91	60073394.36	80893689.98	860649290.8	900003325.8	925016758.3	963671252.8	1009055001	1029450779	784057090.5	772319869.5
91	Betaine																			538580245.6	1628280150	1617715714	0	0	2271180078	0	0	0	1638109262	1539997115	1613511847	1326901960	0	0	0	0	0	1574231657	1589814883	1638889671	1758156399	0	695854645.6	0	0	0	1669268654	1613933088	1744403518	0	0	0	0	0	0	582690522.1	745634208.5	647601670.6	742087228.4	0	570003950.4	792281766.2	803051478.5
92	Xylose																			4054956.665	19006225.14	20278042.23	39485720.25	5206114.302	209196982.1	10282677.97	19574483.44	6348889.4	26342933.46	27715304.52	27066306.51	95901479.21	9323251.75	182164557.1	10430934.95	45829866.39	7611220.426	19489126.31	24996679.7	22589890.06	42189298.9	7957008.832	25995875.8	8459357.369	14087414.02	4670634.386	19860808.54	21385157.22	21726610.31	170144251.3	8279297.847	38146548.28	5611945.193	40255711.21	6725998.833	40596973.62	40869200.61	39911093.89	41480134.62	41524347.27	41485978.51	43560995.44	43455450.38
93	L-dehydroascorbic acid																			40921.59744	690466.9676	975281.8347	423510.0885	94063.1597	507094.0305	91652.79275	491230.4768	21935.17581	981939.6123	1094614.174	1128230.491	4135800.617	73357.87582	3329621.386	162302.0049	2448232.968	91757.52344	659967.3668	792214.713	955152.8299	782069.1908	98677.68245	438795.6485	51657.79004	604739.8619	62729.86708	840072.4091	863692.4251	899939.6929	571343.5804	60320.54238	342754.6241	13189.07611	227790.1735	0	538857.1328	716640.8684	554486.4099	552330.9913	686741.8348	611613.5406	701445.2338	603425.4813
94	DL-2-aminoadipic acid																			855920.2544	3350307.897	3178240.055	5533606.465	3641560.193	3599616.749	5308610.977	4666973.155	4858692.508	2378735.371	2596207.345	2677421.125	2844546.137	3947276.019	2467216.233	1693282.334	3746125.936	1925987.175	2487002.706	2436433.603	2352013.18	5318353.062	3368815.929	4236780.448	3988071.52	3189693.428	4765203.202	2573620.77	2859491.47	3063441.199	3396685.983	2884985.213	3601653.758	1516245.071	3887573.03	2693633.684	4297461.269	3623189.56	3333669.73	3778143.235	3035349.907	4058202.591	3826267.17	3768671.355
95	Acetylcholine																			257225.3167	1419097.292	1949685.859	5385016.898	4798736.294	4313311.201	3761596.801	29782972.35	10907766.22	1073421.892	1162843.95	1030788.52	2686566.242	2880180.19	12200756.32	3298691.256	31893127.77	4165037.475	1076014.604	1388179.83	1499090.932	5066932.539	3313811.666	3655288.396	3401914.844	8580021.906	14828578.33	998047.2335	1397949.182	1064894.754	35655186.71	21402469.37	34786681.91	33926732.22	10090353.39	4372817.09	6070520.687	6729873.45	6355717.955	5890040.47	5737450.106	6273307.824	5786858.503	5788317.738
96	Methoxytyramine																			0	110252.9957	212440.7895	693115.7129	163870.9079	513155.7489	139336.7713	436502.911	30277.68097	222791.0304	176950.1889	126995.7904	897536.3838	90208.42274	831981.2546	175011.4122	963276.5816	41131.98379	87959.39195	48665.49339	230537.9905	958114.0806	91197.32857	786988.1622	231662.4451	507621.316	35519.03447	124016.8929	177485.9811	108954.2357	349724.397	0	142755.9221	0	206142.9737	34379.17754	380515.7941	353337.8545	207399.5727	321533.9284	320312.1606	221302.238	270747.9703	240431.4057
97	Kynurenine																			0	385856.1013	241294.8079	5153336.466	105061.7937	7474800.389	84172.38953	2744744.84	2537330.448	369482.2599	466593.0629	461959.1311	10221619.88	234810.5162	9401473.08	758400.834	7249528.854	370048.0375	105098.2133	469761.9954	175140.0515	2470008.541	0	2613086.493	0	1558476.109	1362920.105	351886.2053	627745.7692	519560.8532	6926848.212	36122.78299	10180256.91	396884.2615	3348669.048	127192.2372	2512035.325	2070570.76	1982719.843	2816386.569	2402670.85	2381981.66	2226675.754	2368406.295
98	Taurine																			43465762.94	23593120.71	24990055.08	83201617.09	0	92182369.08	0	111598970.2	0	21884133.51	26065123.45	25752901.42	81750236.05	5423732.583	87309267.02	0	127828096.4	0	34973860.04	45378024.43	48905302.16	34209834.76	0	116182384.4	0	94085155.98	0	43539086.79	41526115.36	45424513.32	94363258.34	0	1379748.923	0	5143545.521	0	40777037.99	40242700.7	41651572.28	42525674.23	43744236.22	42887112.95	37655198.74	42582625.02
99	 4-methyl-2-oxovaleric acid																			9725809.776	66377329.53	80846121.4	1171538.062	530497.3427	462258.3405	567780.8215	705781.9061	0	18869686.12	15369505.85	13269419	20206787.63	422464.9197	18011701.29	0	9535269.949	0	51319230.68	47136872.02	55713064.59	515202.6025	0	0	4408770.362	533808.018	0	11502015.77	9893844.35	6379384.364	1635801.077	757758.2023	5802375.334	0	4659615.683	0	13638439.16	13429729.02	12660337.27	13215481.44	11903504.9	12887556.74	11614147.18	12771344.03
100	 2-hydroxyisocaproic acid																			524754234.3	2657073697	2697956511	0	22967275.95	9052451.212	12224558.65	7573033.613	1819677.271	1834522539	1733890503	1561445315	1464615384	112717547.6	2060882291	9148261.308	11222918.17	2852760.755	2566179967	2796821600	2791529608	8119665.704	20327396	9345439.921	20135936.38	12869990.97	2186510.96	1677848139	1922543446	1831118036	153887425.3	21850372.04	179580572.8	2652723.04	12947394.43	0	975860265	978719405.5	963748769.2	947309412.3	973279645.8	957629043	909700682.6	1002902956
101	 1-methylhistamine																			0	0	0	252519.0642	384569.2253	241352.3137	93630.40132	2098404.14	662471.7183	53560.17822	0	63322.90971	98457.55132	410171.167	86428.05079	89124.57691	141865.1268	395718.7287	0	0	0	76239.43751	366594.1472	94830.38839	291851.9757	275040.5445	535855.5921	0	0	0	0	277641.2189	308936.1054	248733.0006	416150.5905	406321.6495	333933.3612	123057.0126	293606.9984	80646.74442	94277.19417	401204.755	85994.57456	258196.7447
102	N6.N6-dimethyllysine																			619129.0134	1440355.026	1451825.917	2814571.292	0	2657861.503	4050862.139	2645406.972	2273604.818	1581799.698	1225673.859	1355651.645	1879521.572	51861.59507	3916477.881	2911262.117	2443550.596	1180728.765	1455974.543	1133123.088	1331904.638	2964689.523	2660307.721	2993027.378	5669948.466	2827854.964	5024812.263	1413581.72	1089584.626	1413582.022	1648219.9	58845.44033	952986.7275	330840.6559	2214761.48	538779.9425	1598582.634	1555597.145	1622873.624	1420900.26	1282378.035	1555745.248	1953327.179	1622327.249
103	L-Methionine sulfone																			508442.6112	1044409.651	1602841.879	1675385.993	0	2409995.403	0	1726126.727	0	720552.5235	609893.6597	1039319.378	2904776.637	113348.1101	5101811.978	81127.70407	3363634.338	0	790877.5607	876383.5588	1271688.267	1538115.976	0	677685.1386	121047.0827	2286227.381	52362.79452	755239.8624	667445.5829	785690.2428	718805.7006	0	567057.5116	0	1573853.265	0	1308473.567	1304327.042	1111122.359	1011244.764	1130480.56	965851.7361	1243016.723	1437076.343
104	Phosphocholine																			1270658.632	348030.5106	1606137.061	3389216.753	0	5598804.344	75986.50506	14519958.67	0	994472.6591	1034148.313	1611096.344	4477400.087	0	2675426.093	0	7424720.33	90068.58036	1611604.892	1354108.27	1332400.979	2737089.169	0	4012850.494	0	0	0	1162677.92	630849.7917	1237762.043	4218401.159	0	4937138.645	0	4043982.067	0	1495160.364	1901752.967	1607913.301	1447586.95	1550733.188	1639530.852	1430135.411	1564782.613
105	 1-Methylguanidine																			628972.341	1967848.62	2434835.651	3016850.496	3879277.582	3013293.19	4088608.768	3505436.27	4301334.48	2393862.721	2386704.483	3264577.233	2274397.39	3456471.555	3040503.65	3750636.11	3008121.392	3961549.266	2131620.727	3071739.683	2497228.061	3108872.708	3558080.602	3187534.229	3886776.896	3110383.467	3439227.478	2615256.481	2676466.999	3407548.646	3107688.524	3920479.765	3435506.558	4337292.442	3288436.648	3648159.409	2958218.471	2893838.077	3387003.574	3161256.267	3176868.799	3317904.933	2844840.615	3048244.847
106	 3-amino-2 piperidone																			11343840.95	55242150.71	52120551.83	48629966.62	9707610.366	34763847.36	8412676.247	44642512.98	7585600.445	50072818.24	44481289.3	51689827.98	68144686.9	8325748.274	59796683.98	10091564.08	88499352.94	9408956.004	36781812.31	40298237.43	47434330.57	68179054.22	10660577.34	61088620.05	9634269.618	68128024.11	7149230.981	35150272.5	44835752.27	51210055.67	49044424.64	6546868.752	48224128.96	7867287.578	25672667.96	8087382.621	44428589.05	46066397.73	42811255.11	43834148.36	43969799.78	42812524.31	44449302.35	45522704.47
107	Guanidinoaceate																			52265.74649	88321.01352	343696.1805	164939.5229	0	188686.8955	0	121932.1079	72059.11455	137311.4393	268480.3545	378893.6212	279773.6371	100231.4876	330463.1126	0	230815.2532	68231.1501	178503.9967	0	0	0	59855.86946	205278.0671	61475.20379	110564.7789	48129.79876	205847.0877	237231.2183	440279.9471	295950.2772	0	308942.5977	0	159200.8988	0	172854.5632	89324.62993	235440.9312	81185.73405	127171.0737	93771.19389	89290.61469	232242.8571
108	L-Citrulline																			30989170.23	80149925.02	83128751.27	348755.7202	362762.4347	3668114.533	0	113053.7696	415770.9707	35736885.12	27453424.12	34623866.32	35919505.05	304179.5179	619853.9659	414601.8683	1063697.262	129356.4155	71493003.27	78439559.12	83611051.84	2980696.186	444719.3823	3099750.032	520965.3768	1467255.799	604757.8219	38046647.9	50770343.48	42613257.97	4731151.424	388795.8032	99872.26598	343236.2083	434745.9892	214630.4916	15762145.43	16742949.73	14024632.96	15766479.92	16272769.45	17033888.9	15195146.39	17631798.36
109	N.N-dimethylarginine																			1031824.291	4365726.641	4277068.856	1878667.023	1317596.674	1360929.652	3478577.597	1826685.474	51552.01584	4195061.796	4132423.887	5280309.036	3751570.008	2797329.432	2297698.45	70668.01834	2371975.43	851716.9056	5246674.819	6409164.12	5620994.352	3027042.634	1458189.023	2324549.647	2402182.369	2283411.591	479505.8422	4060666.881	4451526.143	5854725.062	1994089.242	2067049.399	2234166.09	0	2603774.024	348784.8424	3003508.402	2924362.649	3143619.208	2818020.598	3770045.832	3559160.251	3442582.281	3634746.92
110	N-acetyl galactosamine																			167220.6004	314847.7644	700848.7823	600702.5479	864895.4647	486611.4843	1148342.718	1241433.137	491786.4621	286217.2744	613155.865	1000746.007	758733.9552	377863.5029	2122806.91	917314.5693	1252551.7	572287.2321	508998.385	372320.1459	436350.9265	685815.5525	759528.3258	587328.7731	378007.7045	1776500.174	95744.66012	407097.3796	660928.4676	408310.938	3847034.641	924047.0332	3447125.967	454344.9637	1749624.013	492118.4057	36222815.37	38001455.41	50189549.81	49639881.96	59987973.22	55070345.2	16227154.2	24248239.41
111	Glyceric acid																			7647418.976	26377155.85	101112145	2317902.712	1052687.732	2709429.93	925127.4931	1260926.07	715949.246	21233019.03	25652204.33	12818605.42	1394521.224	1758927.821	2535801.829	803911.4543	2673362.29	1346360.162	18175750.79	13556943.76	76488344.47	5189336.42	1442071.462	3354660.893	1041926.384	2612819.759	1009662.672	15709511.13	17749556.36	17540937.46	2081170.794	715817.7064	2133847.194	612945.3717	2427113.322	1148931.199	9204985.063	10127039.23	10537758.67	9924751.316	10120058.54	10874388.09	11017077.99	11708847.91
112	Homocysteine																			174540.4706	501837.0918	696225.0649	319262.0469	577832.5559	305805.7843	391604.6714	84862.85689	163166.9721	4603702.796	2930405.097	1828581.391	2694418.002	117285.9776	2029826.032	171526.3833	963799.8042	401356.3631	1546824.551	894003.431	1443899.155	485823.5919	410345.8744	1034521.949	391448.4221	527630.1793	211457.5231	1404555.914	1703026.6	1930414.421	475273.3877	538413.1877	480998.0265	539548.1006	673071.1159	263220.3091	1539252.32	403338.3692	998036.2646	758327.4774	868843.1044	813219.9557	1026286.201	527544.4059
113	N-acetyl-arginine																			0	185464.1132	309727.0258	1533040.205	51615.62095	1145689.101	231945.6191	1104442.702	50686.40045	281566.7349	409124.7178	377366.1002	1971847.756	245611.5962	4718963.504	155906.0981	2171746.084	37343.34908	272327.6956	122321.9101	320561.3609	2209716.083	391391.3406	1729404.94	647608.6668	1808089.273	259080.2503	562559.7003	513080.1165	496284.711	2227195.703	138468.2719	4246881.126	237775.8603	0	90733.38228	1171882.892	1103269.229	1070143.251	1114500.488	1131814.24	1244495.459	741058.936	951703.5887
114	N-acetylasparagine																			1349334.84	7490809.838	8282690.143	1976863.837	706132.4313	1459644.052	1111590.266	2982276.208	1294367.677	7901030.245	6532308.048	6918809.986	4289870.805	3983365.938	3894855.748	1150910.724	3042184.433	1453452.004	6779102.879	8189104.246	7784982.673	1782514.808	1041142.647	3525474.552	1512771.486	2606248.035	2191844.795	7164331.939	7065729.772	7249007.355	76029759.09	4456433.748	3878677.705	278744.1376	2664420.036	1067525.333	4770321.688	5182086.627	4960275.014	4667163.355	5152054.757	5163194.963	4961794.704	5906302.48
115	N6-acetyl-L-lysine																			3435284.295	19875478.33	26246829.97	27619606.09	11366257.78	36020983.39	1657300.9	36983691.27	1701057.17	19966247.18	22661975.24	21147618.81	43992397.92	2604744.871	76616207.42	2324313.927	27357363.91	2282525.18	23735653.1	22434638.36	25052312.05	91164339.6	6582088.939	32944954.89	1885042.132	26524907.49	2331075.013	20829313.51	22148878.4	24902782.91	42223955.8	1391631.293	33784987.31	2940908.421	4914888.799	1967943.597	22369323.25	24042388.1	23930145.4	23902893.43	22874840.7	24434758.41	23205622.81	22307446.46
116	N-Acetylglycine																			1162730.725	10217817.56	12949044.02	567513.1337	504513.4942	15908796.75	349069.5049	356946.5211	543480.1811	3195919.547	2400783.622	3058171.105	5491692.275	1916663.066	1622566.141	1394914.406	1141450.81	2520714.442	3668237.894	4974104.114	6640234.381	7618641.455	105908.1261	1989280.818	1102291.586	0	485495.6879	2855677.502	2860377.209	2713535.408	2771617.003	1639074.766	729911.9426	1874064.067	986195.4873	2333935.436	2963880.679	3263436.654	3387122.363	3041840.805	3051921.92	3310025.764	2980989.087	2824909.589
